accepted_index,structure_key,variant_key,niche,strategy,evaluation_found,objective_l0,constraint_l0,estimated_score_l0,fixed_mass_score_l0,flight_days,requested_evaluations,actual_evaluations,worker_seconds,l1_promoted,l1_threshold_passed,l1_score,surrogate_gap
22,3-2-6-6-6-10,3-2-6-6-6-10|00000,L6-I2-TSSS-R0-F25y,Random,true,74791246.94868246,0.007479997845556483,8731.506882367186,394768.0285534357,9206.42498707664,3520000,1941007,8494.293732416,false,false,,
23,3-3-3-5-2-3-6-6-2-6-3-10,3-3-3-5-2-3-6-6-2-6-3-10|01000100000,L12-I7-TJSSS-R4-F16y,Random,true,7870095352.905602,0.7870095352905606,0.000003349077650454436,290464.0131320075,5859.724682418046,3520000,2044763,7744.95189808,false,false,,
24,3-3-3-3-5-6-3-6-10,3-3-3-3-5-6-3-6-10|00101000,L9-I5-TJSS-R4-F23y,Random,true,5890900195.979518,0.589090019597979,0.0002722045694754801,381168.779715035,8749.509986010733,3520000,1870520,5626.854515968,false,false,,
25,3-2-6-3-6-2-3-5-2-2-10,3-2-6-3-6-2-3-5-2-2-10|1010000000,L11-I7-TSSJ-R3-F21y,Random,true,6962240197730.433,696.2240197730433,0.0012742959351358851,233353.5246942986,7703.221292714064,3520000,2048522,5355.796362688,false,false,,
26,3-5-10,3-5-10|01,L3-I1-TJ-R1-F4y,Random,true,383870563924.52625,38.38708015482503,237623.72407287307,612924.3236973047,1625.9918320252582,3520000,1672798,697.469936608,false,false,,
27,3-3-3-3-5-2-2-3-10,3-3-3-3-5-2-2-3-10|00000000,L9-I7-TJ-R0-F15y,Random,true,-280910.0994942356,0,280910.0994942356,427564.40612157044,5781.261612120997,3520000,1919438,3665.179027264,false,false,,
28,3-3-5-2-3-10,3-3-5-2-3-10|00010,L6-I4-TJ-R2-F21y,Random,true,-238379.89353122012,0,238379.89353122012,842669.4211901616,7736.861405197811,3520000,1683493,1460.058468032,false,false,,
29,3-5-5-3-2-3-10,3-5-5-3-2-3-10|000000,L7-I4-TJJ-R0-F21y,Random,true,386393322076.02313,38.63934031545648,81078.54169148144,232514.22810462047,7824.323803203397,3520000,1855729,2653.359315168,false,false,,
30,3-3-3-10,3-3-3-10|000,L4-I3-Tnone-R0-F11y,Random,true,-210582.36610448034,0,210582.36610448034,242053.78342228517,4156.405570271925,3520000,1633883,592.140043296,false,false,,
31,3-2-5-2-2-5-6-5-10,3-2-5-2-2-5-6-5-10|00000000,L9-I4-TJJSJ-R0-F28y,Random,true,96543804.54599214,0.009654399222006236,187.6740702168311,152078.5459918332,10358.35388139947,3520000,2205019,5811.79460096,false,false,,
32,3-5-5-10,3-5-5-10|000,L4-I1-TJJ-R0-F14y,Random,true,383870449013.54834,38.38708015482545,352534.7061101185,1179592.3935583215,5294.58651638704,3520000,1588732,1284.367346496,false,false,,
33,3-3-6-5-3-10,3-3-6-5-3-10|00000,L6-I3-TSJ-R0-F15y,Random,true,-541415.561444513,0.0000000000067366749426212935,541415.6288112624,886690.9920352763,5801.888744012192,3520000,1657926,2570.832802368,false,false,,
34,3-3-2-3-5-3-2-2-10,3-3-2-3-5-3-2-2-10|00000010,L9-I7-TJ-R2-F29y,Random,true,-84480.3752416242,0.00000000000021544790632435026,84480.37739610327,607423.5963065642,10957.482567736512,3520000,2001520,2385.05966384,false,false,,
35,3-3-2-5-6-10,3-3-2-5-6-10|11100,L6-I3-TJS-R1-F20y,Random,true,7722955126910.714,772.2955125002869,-1907.844850215327,-519633.89552872186,7454.692535660701,3520000,1616940,2537.788410464,false,false,,
36,3-3-5-3-3-6-3-3-5-2-6-3-3-10,3-3-5-3-3-6-3-3-5-2-6-3-3-10|0000001100000,L14-I9-TJSJS-R2-F29y,Random,true,8573549415.890167,0.8573549418796473,2.9063066771908868,272604.48043072416,10622.853443960874,3520000,2432701,9461.659992032,false,false,,
37,3-3-3-3-2-3-10,3-3-3-3-2-3-10|000000,L7-I6-Tnone-R0-F8y,Random,true,-257885.79931224664,0,257885.79931224664,317001.5206885874,3081.7968973897714,3520000,1689057,1563.287190688,false,false,,
38,3-2-6-10,3-2-6-10|000,L4-I2-TS-R0-F16y,Random,true,-123763.30685914872,0.000000000007480597271162909,123763.38166512143,331159.0486588594,5847.845791917338,3520000,1737840,1933.517935136,false,false,,
39,3-3-6-3-6-5-5-2-10,3-3-6-3-6-5-5-2-10|00001000,L9-I4-TSSJJ-R2-F20y,Random,true,5814182841.452242,0.581418299713891,155.68666861686893,97049.10083295043,7326.532921365668,3520000,1824998,5407.063912448,false,false,,
