group,node
34,1266
34,1326
34,1346
34,1386
34,1446
34,1520
34,1526
34,1601
34,1686
34,1726
34,1827
34,1946
34,1971
34,2006
34,2206
34,2426
34,2446
34,2606
34,2626
34,2666
34,2746
34,2826
34,2915
34,2926
34,2946
34,2966
34,3046
34,3106
34,3216
34,3306
34,3386
34,3426
34,3446
34,3665
34,3726
34,3766
34,3866
35,102
35,361
35,362
35,442
35,482
35,484
35,502
35,540
35,546
35,562
35,582
35,722
35,822
35,828
35,915
35,1082
35,1122
35,1342
35,1424
35,1602
35,1622
35,1642
35,1682
35,1702
35,1842
35,1942
35,1962
35,2062
35,2103
35,2142
35,2302
35,2322
35,2357
35,2453
35,2482
35,2602
35,2682
35,2732
35,2742
35,2822
35,2853
35,2882
35,3082
35,3162
35,3242
35,3362
35,3382
35,3402
35,3442
35,3642
35,3722
35,3769
35,3822
35,3842
35,3882
35,3982
36,0
36,40
36,110
36,240
36,400
36,463
36,480
36,500
36,588
36,619
36,620
36,700
36,780
36,800
36,820
36,840
36,880
36,883
36,1080
36,1100
36,1120
36,1160
36,1240
36,1618
36,1720
36,1840
36,1860
36,1940
36,1964
36,1980
36,2020
36,2137
36,2160
36,2280
36,2400
36,2420
36,2520
36,2600
36,2680
36,2760
36,2780
36,2960
36,2996
36,3000
36,3060
36,3240
36,3420
36,3500
36,3520
36,3640
36,3700
36,3740
36,3780
36,3840
36,3866
36,3875
36,3900
36,3980
37,115
37,208
37,335
37,495
37,515
37,555
37,640
37,672
37,715
37,776
37,815
37,835
37,855
37,875
37,915
37,955
37,1155
37,1168
37,1175
37,1315
37,1415
37,1467
37,1655
37,1695
37,1715
37,1741
37,1935
37,2015
37,2055
37,2135
37,2175
37,2295
37,2395
37,2455
37,2495
37,2555
37,2730
37,2800
37,2804
37,2815
37,2897
37,2915
37,2935
37,2975
37,3155
37,3215
37,3341
37,3395
37,3515
37,3555
37,3615
37,3635
37,3735
37,3775
37,3780
37,3835
37,3895
37,3945
37,3955
38,5
38,109
38,169
38,189
38,409
38,469
38,489
38,529
38,589
38,609
38,669
38,809
38,849
38,869
38,929
38,960
38,969
38,989
38,1029
38,1089
38,1369
38,1389
38,1469
38,1589
38,1609
38,1669
38,1697
38,1729
38,1829
38,1869
38,1929
38,1969
38,2089
38,2149
38,2269
38,2329
38,2429
38,2529
38,2600
38,2609
38,2629
38,2630
38,2638
38,2809
38,2869
38,3069
38,3161
38,3176
38,3209
38,3268
38,3309
38,3358
38,3469
38,3569
38,3589
38,3617
38,3649
38,3689
38,3709
38,3762
38,3877
39,155
39,455
39,535
39,566
39,675
39,695
39,750
39,754
39,858
39,875
39,975
39,1035
39,1135
39,1175
39,1215
39,1281
39,1335
39,1375
39,1377
39,1415
39,1495
39,1635
39,1656
39,1715
39,1755
39,1775
39,1795
39,1935
39,2015
39,2035
39,2115
39,2216
39,2233
39,2285
39,2293
39,2354
39,2515
39,2696
39,2735
39,2755
39,2815
39,2855
39,2907
39,2972
39,2975
39,3122
39,3175
39,3195
39,3235
39,3255
39,3535
39,3575
39,3595
39,3610
39,3615
39,3655
39,3715
39,3775
39,3795
39,3835
39,3955
39,3995
40,6
40,26
40,66
40,109
40,126
40,146
40,166
40,186
40,226
40,266
40,286
40,326
40,426
40,540
40,566
40,626
40,646
40,846
40,860
40,926
40,986
40,1006
40,1046
40,1146
40,1366
40,1486
40,1518
40,1646
40,1686
40,1726
40,1766
40,1786
40,1846
40,1906
40,1907
40,2002
40,2106
40,2147
40,2186
40,2226
40,2286
40,2486
40,2566
40,2646
40,2649
40,2686
40,2786
40,2804
40,2809
40,2846
40,2866
40,2906
40,3009
40,3026
40,3101
40,3126
40,3386
40,3406
40,3658
40,3806
40,3814
40,3846
40,3866
40,3886
41,8
41,11
41,31
41,71
41,111
41,151
41,167
41,211
41,291
41,398
41,511
41,531
41,613
41,651
41,711
41,791
41,871
41,911
41,991
41,1031
41,1051
41,1091
41,1171
41,1231
41,1251
41,1291
41,1297
41,1311
41,1391
41,1431
41,1551
41,1591
41,1611
41,1686
41,1691
41,1771
41,1793
41,1810
41,1929
41,2111
41,2178
41,2251
41,2351
41,2431
41,2471
41,2551
41,2591
41,2611
41,2671
41,2711
41,2731
41,2851
41,2931
41,3091
41,3191
41,3291
41,3311
41,3331
41,3411
41,3421
41,3565
41,3691
41,3711
41,3783
41,3891
42,16
42,36
42,65
42,216
42,316
42,336
42,356
42,376
42,396
42,496
42,516
42,536
42,616
42,656
42,676
42,696
42,736
42,896
42,956
42,1136
42,1256
42,1266
42,1276
42,1333
42,1356
42,1416
42,1476
42,1516
42,1536
42,1546
42,1696
42,1816
42,1996
42,2096
42,2116
42,2216
42,2316
42,2336
42,2356
42,2413
42,2416
42,2576
42,2596
42,2676
42,2816
42,2836
42,2968
42,2976
42,3056
42,3086
42,3116
42,3236
42,3350
42,3376
42,3416
42,3495
42,3516
42,3556
42,3596
42,3676
42,3696
42,3736
42,3755
42,3796
42,3856
42,3896
42,3996
43,39
43,141
43,239
43,339
43,379
43,419
43,439
43,459
43,479
43,559
43,560
43,599
43,639
43,659
43,699
43,799
43,859
43,875
43,999
43,1059
43,1085
43,1159
43,1199
43,1230
43,1258
43,1499
43,1559
43,1643
43,1659
43,1779
43,1839
43,1859
43,1959
43,2039
43,2259
43,2279
43,2319
43,2322
43,2399
43,2402
43,2459
43,2499
43,2539
43,2572
43,2599
43,2659
43,2723
43,2819
43,2859
43,2879
43,2899
43,2971
43,2999
43,3019
43,3079
43,3199
43,3259
43,3268
43,3435
43,3499
43,3559
43,3599
43,3659
43,3699
43,3779
43,3819
43,3839
43,3959
44,178
44,238
44,264
44,398
44,418
44,470
44,578
44,598
44,610
44,678
44,698
44,718
44,858
44,898
44,925
44,953
44,1138
44,1198
44,1238
44,1398
44,1418
44,1558
44,1618
44,1659
44,1718
44,1798
44,1918
44,1958
44,1995
44,2018
44,2038
44,2118
44,2138
44,2198
44,2238
44,2258
44,2298
44,2312
44,2338
44,2347
44,2418
44,2478
44,2480
44,2498
44,2604
44,2715
44,2758
44,2998
44,3038
44,3118
44,3158
44,3178
44,3198
44,3318
44,3398
44,3418
44,3478
44,3538
44,3618
44,3658
44,3677
44,3678
44,3722
44,3738
44,3778
44,3798
44,3818
44,3872
44,3958
44,3998
45,23
45,38
45,78
45,178
45,248
45,258
45,278
45,542
45,558
45,582
45,678
45,718
45,797
45,798
45,818
45,858
45,918
45,998
45,1038
45,1069
45,1118
45,1138
45,1238
45,1298
45,1358
45,1378
45,1389
45,1429
45,1478
45,1558
45,1638
45,1658
45,1758
45,1778
45,1898
45,2058
45,2078
45,2085
45,2158
45,2178
45,2238
45,2278
45,2378
45,2380
45,2398
45,2458
45,2478
45,2498
45,2665
45,2698
45,2718
45,2738
45,2762
45,2878
45,2938
45,2958
45,2974
45,3038
45,3049
45,3078
45,3198
45,3338
45,3438
45,3511
45,3518
45,3577
45,3818
45,3918
45,3929
45,3958
45,3998
46,34
46,74
46,94
46,214
46,254
46,290
46,294
46,314
46,391
46,414
46,434
46,451
46,494
46,534
46,594
46,623
46,694
46,854
46,874
46,875
46,894
46,934
46,1054
46,1074
46,1094
46,1274
46,1294
46,1348
46,1354
46,1534
46,1694
46,1714
46,1774
46,1814
46,1821
46,1900
46,1997
46,2194
46,2214
46,2234
46,2334
46,2394
46,2425
46,2654
46,2694
46,2854
46,2943
46,2954
46,2974
46,3014
46,3154
46,3174
46,3194
46,3234
46,3308
46,3351
46,3374
46,3394
46,3414
46,3434
46,3514
46,3534
46,3554
46,3594
46,3614
46,3654
46,3714
46,3814
46,3874
46,3894
46,3934
46,3974
46,3994
47,24
47,164
47,184
47,204
47,224
47,284
47,344
47,508
47,524
47,564
47,684
47,685
47,704
47,764
47,824
47,944
47,997
47,1034
47,1053
47,1084
47,1094
47,1104
47,1143
47,1241
47,1284
47,1289
47,1324
47,1344
47,1504
47,1564
47,1684
47,1724
47,1784
47,1824
47,1884
47,1924
47,1944
47,1964
47,1984
47,2072
47,2081
47,2104
47,2164
47,2168
47,2184
47,2224
47,2304
47,2330
47,2364
47,2379
47,2384
47,2444
47,2484
47,2544
47,2624
47,2684
47,2744
47,2824
47,2904
47,2912
47,2924
47,2964
47,3124
47,3168
47,3247
47,3284
47,3404
47,3504
47,3644
47,3684
47,3744
47,3804
47,3844
47,3924
48,2
48,59
48,119
48,139
48,219
48,253
48,259
48,279
48,359
48,459
48,499
48,559
48,599
48,619
48,659
48,759
48,779
48,919
48,939
48,979
48,1039
48,1099
48,1139
48,1239
48,1319
48,1339
48,1399
48,1402
48,1499
48,1619
48,1659
48,1719
48,1742
48,1759
48,1819
48,1859
48,1899
48,1919
48,1939
48,1959
48,1999
48,2059
48,2099
48,2139
48,2279
48,2379
48,2399
48,2439
48,2599
48,2659
48,2699
48,2799
48,2817
48,2839
48,2919
48,2939
48,3139
48,3179
48,3279
48,3336
48,3359
48,3479
48,3519
48,3559
48,3579
48,3639
48,3659
48,3699
48,3759
48,3799
48,3819
48,3839
48,3851
48,3879
48,3893
48,3936
49,63
49,140
49,175
49,243
49,291
49,303
49,383
49,423
49,463
49,506
49,583
49,603
49,663
49,703
49,803
49,823
49,862
49,903
49,1009
49,1063
49,1103
49,1163
49,1303
49,1343
49,1383
49,1390
49,1503
49,1543
49,1563
49,1623
49,1683
49,1743
49,1793
49,1899
49,1923
49,1963
49,2063
49,2103
49,2243
49,2246
49,2263
49,2303
49,2323
49,2403
49,2422
49,2423
49,2437
49,2481
49,2543
49,2693
49,2703
49,2723
49,2743
49,2763
49,2863
49,2883
49,2903
49,2983
49,2995
49,3003
49,3023
49,3043
49,3063
49,3147
49,3223
49,3303
49,3363
49,3442
49,3443
49,3483
49,3551
49,3563
49,3663
49,3883
49,3913
49,3923
49,3967
50,34
50,174
50,200
50,208
50,254
50,274
50,314
50,334
50,414
50,434
50,494
50,594
50,634
50,692
50,714
50,732
50,754
50,774
50,814
50,854
50,934
50,1014
50,1126
50,1194
50,1354
50,1374
50,1454
50,1474
50,1494
50,1694
50,1714
50,1894
50,1954
50,2001
50,2027
50,2074
50,2114
50,2154
50,2194
50,2234
50,2238
50,2354
50,2370
50,2454
50,2474
50,2494
50,2625
50,2631
50,2634
50,2707
50,2714
50,2814
50,2934
50,3014
50,3034
50,3094
50,3114
50,3130
50,3194
50,3210
50,3238
50,3254
50,3265
50,3274
50,3314
50,3374
50,3454
50,3474
50,3531
50,3574
50,3734
50,3751
50,3754
50,3819
50,3834
50,3855
50,3914
50,3934
50,3974
51,37
51,57
51,77
51,117
51,177
51,237
51,257
51,297
51,337
51,344
51,397
51,431
51,457
51,597
51,617
51,657
51,661
51,702
51,737
51,753
51,757
51,890
51,897
51,988
51,1057
51,1117
51,1377
51,1397
51,1420
51,1457
51,1466
51,1477
51,1557
51,1577
51,1597
51,1657
51,1697
51,1737
51,1781
51,1797
51,1837
51,1977
51,1997
51,2057
51,2162
51,2217
51,2277
51,2313
51,2317
51,2338
51,2367
51,2383
51,2397
51,2410
51,2537
51,2557
51,2597
51,2637
51,2657
51,2797
51,2837
51,2857
51,2897
51,2917
51,2937
51,3037
51,3117
51,3197
51,3297
51,3377
51,3417
51,3587
51,3597
51,3717
51,3737
51,3857
51,3877
51,3907
51,3917
51,3957
52,12
52,32
52,52
52,92
52,120
52,232
52,262
52,292
52,352
52,371
52,598
52,632
52,652
52,672
52,725
52,832
52,892
52,992
52,1012
52,1132
52,1134
52,1155
52,1232
52,1292
52,1356
52,1372
52,1392
52,1412
52,1506
52,1534
52,1592
52,1652
52,1672
52,1681
52,1712
52,1852
52,1919
52,1932
52,1993
52,1995
52,2012
52,2032
52,2066
52,2248
52,2292
52,2312
52,2332
52,2352
52,2372
52,2392
52,2412
52,2432
52,2552
52,2592
52,2652
52,2672
52,2692
52,2712
52,2772
52,2932
52,2952
52,2972
52,3032
52,3112
52,3172
52,3212
52,3232
52,3252
52,3332
52,3432
52,3472
52,3492
52,3512
52,3520
52,3528
52,3592
52,3692
52,3732
52,3752
52,3792
52,3932
52,3972
53,10
53,79
53,90
53,150
53,161
53,370
53,408
53,410
53,450
53,470
53,510
53,630
53,810
53,830
53,850
53,870
53,890
53,1070
53,1110
53,1196
53,1225
53,1310
53,1453
53,1610
53,1650
53,1750
53,1790
53,1850
53,1930
53,1969
53,1970
53,2050
53,2070
53,2209
53,2310
53,2410
53,2450
53,2470
53,2530
53,2570
53,2680
53,2750
53,2759
53,2790
53,2810
53,2842
53,2850
53,2910
53,2911
53,2929
53,2930
53,2970
53,2990
53,3010
53,3050
53,3070
53,3073
53,3152
53,3175
53,3210
53,3230
53,3240
53,3250
53,3253
53,3330
53,3370
53,3419
53,3530
53,3570
53,3610
53,3620
53,3650
53,3670
53,3690
53,3710
53,3717
53,3762
53,3770
53,3785
53,3830
53,3850
53,3905
53,3970
54,66
54,166
54,186
54,286
54,306
54,386
54,486
54,491
54,511
54,566
54,626
54,666
54,686
54,726
54,746
54,966
54,986
54,1146
54,1262
54,1266
54,1306
54,1421
54,1426
54,1446
54,1466
54,1506
54,1586
54,1646
54,1686
54,1866
54,1906
54,1926
54,1966
54,2126
54,2146
54,2162
54,2166
54,2225
54,2226
54,2266
54,2306
54,2366
54,2374
54,2386
54,2486
54,2506
54,2546
54,2566
54,2646
54,2666
54,2674
54,2686
54,2706
54,2746
54,2766
54,2826
54,2846
54,2906
54,2946
54,2986
54,3026
54,3126
54,3206
54,3226
54,3246
54,3306
54,3326
54,3334
54,3392
54,3406
54,3446
54,3466
54,3486
54,3506
54,3586
54,3714
54,3746
54,3806
54,3826
54,3838
54,3846
54,3866
54,3886
54,3906
54,3946
55,84
55,144
55,261
55,264
55,302
55,324
55,384
55,424
55,532
55,596
55,624
55,764
55,784
55,804
55,844
55,884
55,924
55,977
55,1004
55,1015
55,1111
55,1124
55,1130
55,1290
55,1304
55,1321
55,1426
55,1504
55,1524
55,1544
55,1604
55,1624
55,1644
55,1730
55,1738
55,1744
55,1798
55,1824
55,1844
55,1858
55,1924
55,1942
55,1948
55,1987
55,2064
55,2104
55,2124
55,2184
55,2244
55,2284
55,2304
55,2364
55,2384
55,2424
55,2464
55,2664
55,2708
55,2724
55,2728
55,2784
55,2801
55,2864
55,2924
55,2944
55,2964
55,3009
55,3026
55,3064
55,3084
55,3104
55,3155
55,3164
55,3214
55,3224
55,3244
55,3324
55,3344
55,3484
55,3584
55,3704
55,3724
55,3726
55,3744
55,3758
55,3844
55,3954
56,148
56,188
56,208
56,268
56,308
56,368
56,388
56,408
56,468
56,488
56,528
56,529
56,548
56,568
56,615
56,628
56,648
56,708
56,728
56,729
56,774
56,778
56,928
56,968
56,1008
56,1048
56,1059
56,1108
56,1149
56,1208
56,1228
56,1248
56,1259
56,1274
56,1308
56,1401
56,1408
56,1428
56,1528
56,1548
56,1588
56,1613
56,1668
56,1688
56,1808
56,1848
56,1868
56,1993
56,2088
56,2092
56,2128
56,2188
56,2196
56,2248
56,2268
56,2308
56,2328
56,2428
56,2528
56,2568
56,2648
56,2788
56,2808
56,2828
56,2908
56,2928
56,2948
56,2968
56,3031
56,3048
56,3055
56,3088
56,3148
56,3188
56,3208
56,3288
56,3353
56,3357
56,3448
56,3528
56,3568
56,3628
56,3668
56,3708
56,3748
56,3828
56,3848
56,3954
57,18
57,58
57,158
57,163
57,192
57,193
57,378
57,458
57,478
57,508
57,518
57,600
57,618
57,638
57,658
57,698
57,758
57,778
57,918
57,1038
57,1058
57,1078
57,1198
57,1213
57,1258
57,1278
57,1318
57,1338
57,1358
57,1398
57,1438
57,1458
57,1498
57,1518
57,1524
57,1528
57,1578
57,1613
57,1618
57,1738
57,1798
57,1818
57,1938
57,1964
57,1978
57,1998
57,2018
57,2058
57,2107
57,2138
57,2158
57,2178
57,2218
57,2278
57,2358
57,2378
57,2518
57,2521
57,2545
57,2558
57,2575
57,2618
57,2738
57,2838
57,2854
57,2978
57,3014
57,3058
57,3115
57,3118
57,3178
57,3200
57,3215
57,3258
57,3298
57,3318
57,3338
57,3378
57,3436
57,3458
57,3518
57,3538
57,3591
57,3638
57,3694
57,3698
57,3878
57,3898
57,3978
58,11
58,14
58,34
58,74
58,114
58,185
58,187
58,214
58,254
58,274
58,314
58,423
58,529
58,554
58,614
58,674
58,794
58,854
58,894
58,914
58,954
58,1014
58,1134
58,1254
58,1334
58,1354
58,1375
58,1414
58,1463
58,1565
58,1658
58,1674
58,1754
58,1774
58,1874
58,1894
58,1925
58,1962
58,1974
58,1994
58,2014
58,2054
58,2089
58,2134
58,2154
58,2187
58,2274
58,2293
58,2294
58,2314
58,2454
58,2634
58,2640
58,2734
58,2754
58,2774
58,2794
58,2834
58,2854
58,2878
58,2892
58,2894
58,2934
58,2954
58,2974
58,3034
58,3054
58,3088
58,3174
58,3214
58,3274
58,3294
58,3307
58,3314
58,3434
58,3474
58,3494
58,3554
58,3574
58,3614
58,3634
58,3654
58,3672
58,3694
58,3734
58,3754
58,3794
58,3848
58,3934
58,3945
59,32
59,52
59,72
59,79
59,86
59,172
59,264
59,292
59,492
59,532
59,552
59,572
59,582
59,592
59,612
59,622
59,647
59,679
59,687
59,732
59,772
59,792
59,812
59,892
59,972
59,997
59,1032
59,1065
59,1072
59,1112
59,1152
59,1192
59,1212
59,1292
59,1312
59,1332
59,1356
59,1368
59,1372
59,1472
59,1512
59,1532
59,1572
59,1672
59,1712
59,1767
59,1812
59,1913
59,2032
59,2068
59,2072
59,2102
59,2152
59,2172
59,2337
59,2360
59,2372
59,2412
59,2472
59,2552
59,2572
59,2592
59,2598
59,2612
59,2632
59,2712
59,2732
59,2752
59,2812
59,2852
59,2882
59,2892
59,3014
59,3052
59,3112
59,3192
59,3232
59,3272
59,3365
59,3372
59,3402
59,3432
59,3492
59,3552
59,3612
59,3652
59,3672
59,3752
59,3772
59,3792
59,3812
59,3972
60,49
60,76
60,109
60,199
60,209
60,229
60,309
60,369
60,389
60,390
60,429
60,505
60,549
60,629
60,749
60,789
60,801
60,809
60,909
60,949
60,969
60,1009
60,1058
60,1109
60,1129
60,1250
60,1269
60,1389
60,1469
60,1480
60,1489
60,1509
60,1549
60,1569
60,1589
60,1609
60,1612
60,1669
60,1709
60,1885
60,1909
60,1915
60,1929
60,1989
60,2009
60,2066
60,2100
60,2160
60,2209
60,2229
60,2269
60,2289
