accepted_index,structure_key,variant_key,niche,strategy,evaluation_found,objective_l0,constraint_l0,estimated_score_l0,fixed_mass_score_l0,flight_days,requested_evaluations,actual_evaluations,worker_seconds,l1_promoted,l1_threshold_passed,l1_score,surrogate_gap
30,3-3-3-5-6-3-2-3-2-2-2-5-10,3-3-3-5-6-3-2-3-2-2-2-5-10|000001011001,L13-I9-TJSJ-R5-F27y,Evolutionary,true,-2477.1602549761196,0,2477.1602549761196,1086439.7676398307,9963.78539487915,3520000,2310752,6549.462749792,false,false,,
31,3-2-6-10,3-2-6-10|000,L4-I2-TS-R0-F12y,Evolutionary,true,145191346.78890556,0.014537905658590158,187709.79699603247,471159.263572086,4685.964468459088,3520000,2038843,3048.303906368,false,false,,
32,3-6-3-3-10,3-6-3-3-10|1000,L5-I3-TS-R1-F20y,Evolutionary,true,13605984635830.254,1360.5984638300877,2470.623174782363,140921.24054168275,7635.483188678066,3520000,1672926,2435.526391616,false,false,,
33,3-5-2-5-6-10,3-5-2-5-6-10|00000,L6-I2-TJJS-R0-F29y,Evolutionary,true,386393386510.80396,38.63934031545686,16643.76463626698,508282.59191447735,10647.148359218572,3520000,1703885,3220.716133088,false,false,,
34,3-3-2-3-3-3-10,3-3-2-3-3-3-10|010000,L7-I6-Tnone-R2-F19y,Evolutionary,true,-75049.31611535189,0,75049.31611535189,773664.617137294,7227.967296383871,3520000,1804852,1495.269704448,false,false,,
35,3-2-6-5-10,3-2-6-5-10|0010,L5-I2-TSJ-R2-F18y,Evolutionary,true,74789544.45088747,0.007479998327808673,10438.827199259233,57887.05281285218,6597.332196703461,3520000,1780260,2757.6713232,false,false,,
36,3-3-6-2-2-2-2-3-2-10,3-3-6-2-2-2-2-3-2-10|000110000,L10-I8-TS-R2-F27y,Evolutionary,true,-6573.6564060846895,0,6573.6564060846895,295429.9778004192,10134.72498242467,3520000,2341729,6141.514570784,false,false,,
37,3-3-2-3-5-3-3-10,3-3-2-3-5-3-3-10|0000000,L8-I6-TJ-R0-F19y,Evolutionary,true,-408130.2693051537,0,408130.2693051537,674091.2027976821,7042.7806636394635,3520000,1848713,2382.00675232,false,false,,
38,3-2-5-3-10,3-2-5-3-10|0000,L5-I3-TJ-R0-F10y,Evolutionary,true,-183049.02084671726,0,183049.02084671726,611659.8291135781,3669.727354284693,3520000,1974365,2093.886102944,false,false,,
39,3-3-3-2-3-6-2-10,3-3-3-2-3-6-2-10|0010010,L8-I6-TS-R4-F18y,Evolutionary,true,-40295.146704095765,0,40295.146704095765,630672.5884591435,6642.912970157177,3520000,1862605,2807.499869696,false,false,,
