niche_id,frequency_hz,gain_db,descriptor_log10_f0,descriptor_peak_gain_db
23,3548133.892335753,-112.22693593203309,2.873886826545331,-50.30815334135054
23,5011872.336272725,-115.22693473130946,2.873886826545331,-50.30815334135054
23,7079457.843841373,-118.22693412952106,2.873886826545331,-50.30815334135054
23,10000000,-121.22693382791306,2.873886826545331,-50.30815334135054
40,10,-56.916475986333296,2.001965283221305,-49.7584357964984
40,14.12537544622754,-54.618943461314274,2.001965283221305,-49.7584357964984
40,19.952623149688797,-52.75298716176266,2.001965283221305,-49.7584357964984
40,28.183829312644534,-51.395858453021994,2.001965283221305,-49.7584357964984
40,39.810717055349734,-50.522577825503,2.001965283221305,-49.7584357964984
40,56.23413251903491,-50.0287018224391,2.001965283221305,-49.7584357964984
40,79.43282347242814,-49.80082027945636,2.001965283221305,-49.7584357964984
40,112.2018454301963,-49.76784196379136,2.001965283221305,-49.7584357964984
40,158.48931924611142,-49.9183123925416,2.001965283221305,-49.7584357964984
40,223.87211385683378,-50.30203531625784,2.001965283221305,-49.7584357964984
40,316.22776601683796,-51.02062430584384,2.001965283221305,-49.7584357964984
40,446.683592150963,-52.19013040385547,2.001965283221305,-49.7584357964984
40,630.957344480193,-53.87174228767999,2.001965283221305,-49.7584357964984
40,891.2509381337459,-56.02334694957004,2.001965283221305,-49.7584357964984
40,1258.9254117941675,-58.52685159478647,2.001965283221305,-49.7584357964984
40,1778.2794100389228,-61.25501620885741,2.001965283221305,-49.7584357964984
40,2511.88643150958,-64.1121276109191,2.001965283221305,-49.7584357964984
40,3548.133892335753,-67.03871358477261,2.001965283221305,-49.7584357964984
40,5011.87233627272,-70.00144930805932,2.001965283221305,-49.7584357964984
40,7079.457843841381,-72.98265247579819,2.001965283221305,-49.7584357964984
40,10000,-75.97320118182833,2.001965283221305,-49.7584357964984
40,14125.375446227554,-78.96845659831632,2.001965283221305,-49.7584357964984
40,19952.62314968879,-81.96607673062395,2.001965283221305,-49.7584357964984
40,28183.82931264449,-84.96488348263519,2.001965283221305,-49.7584357964984
40,39810.71705534969,-87.96428531914655,2.001965283221305,-49.7584357964984
40,56234.13251903491,-90.963985496379,2.001965283221305,-49.7584357964984
40,79432.82347242821,-93.96383522128174,2.001965283221305,-49.7584357964984
40,112201.84543019629,-96.9637599033736,2.001965283221305,-49.7584357964984
40,158489.3192461114,-99.9637221545104,2.001965283221305,-49.7584357964984
40,223872.11385683378,-102.963703235139,2.001965283221305,-49.7584357964984
40,316227.7660168379,-105.96369375296076,2.001965283221305,-49.7584357964984
40,446683.59215096256,-108.96368900060642,2.001965283221305,-49.7584357964984
40,630957.344480193,-111.96368661878498,2.001965283221305,-49.7584357964984
40,891250.9381337459,-114.96368542504618,2.001965283221305,-49.7584357964984
40,1258925.411794166,-117.96368482675915,2.001965283221305,-49.7584357964984
40,1778279.410038923,-120.96368452690555,2.001965283221305,-49.7584357964984
40,2511886.431509577,-123.96368437662261,2.001965283221305,-49.7584357964984
40,3548133.892335753,-126.96368430130293,2.001965283221305,-49.7584357964984
40,5011872.336272725,-129.96368426355335,2.001965283221305,-49.7584357964984
40,7079457.843841373,-132.96368424463398,2.001965283221305,-49.7584357964984
40,10000000,-135.96368423515185,2.001965283221305,-49.7584357964984
195,10,-103.9038779060546,5.490283884426459,-10.49217290639662
195,14.12537544622754,-100.90387789882412,5.490283884426459,-10.49217290639662
195,19.952623149688797,-97.90387788439739,5.490283884426459,-10.49217290639662
195,28.183829312644534,-94.90387785561228,5.490283884426459,-10.49217290639662
195,39.810717055349734,-91.90387779817843,5.490283884426459,-10.49217290639662
195,56.23413251903491,-88.90387768358286,5.490283884426459,-10.49217290639662
195,79.43282347242814,-85.90387745493462,5.490283884426459,-10.49217290639662
195,112.2018454301963,-82.90387699872139,5.490283884426459,-10.49217290639662
195,158.48931924611142,-79.90387608845627,5.490283884426459,-10.49217290639662
195,223.87211385683378,-76.90387427223851,5.490283884426459,-10.49217290639662
195,316.22776601683796,-73.9038706484072,5.490283884426459,-10.49217290639662
195,446.683592150963,-70.90386341791142,5.490283884426459,-10.49217290639662
195,630.957344480193,-67.90384899116874,5.490283884426459,-10.49217290639662
195,891.2509381337459,-64.90382020600522,5.490283884426459,-10.49217290639662
195,1258.9254117941675,-61.90376277194362,5.490283884426459,-10.49217290639662
195,1778.2794100389228,-58.90364817548857,5.490283884426459,-10.49217290639662
195,2511.88643150958,-55.90341952376333,5.490283884426459,-10.49217290639662
195,3548.133892335753,-52.902963296678315,5.490283884426459,-10.49217290639662
195,5011.87233627272,-49.90205297644935,5.490283884426459,-10.49217290639662
195,7079.457843841381,-46.90023653930518,5.490283884426459,-10.49217290639662
195,10000,-43.8966118352792,5.490283884426459,-10.49217290639662
195,14125.375446227554,-40.889377870139036,5.490283884426459,-10.49217290639662
195,19952.62314968879,-37.87493735559074,5.490283884426459,-10.49217290639662
195,28183.82931264449,-34.846097685509704,5.490283884426459,-10.49217290639662
195,39810.71705534969,-31.788449229077948,5.490283884426459,-10.49217290639662
195,56234.13251903491,-28.67302081129859,5.490283884426459,-10.49217290639662
195,79432.82347242821,-25.44124340671658,5.490283884426459,-10.49217290639662
195,112201.84543019629,-21.974320621120135,5.490283884426459,-10.49217290639662
195,158489.3192461114,-18.040461502514894,5.490283884426459,-10.49217290639662
195,223872.11385683378,-13.39221385269379,5.490283884426459,-10.49217290639662
195,316227.7660168379,-10.50608440473765,5.490283884426459,-10.49217290639662
195,446683.59215096256,-14.251291633463193,5.490283884426459,-10.49217290639662
195,630957.344480193,-18.785861354554584,5.490283884426459,-10.49217290639662
195,891250.9381337459,-22.61377274651303,5.490283884426459,-10.49217290639662
195,1258925.411794166,-26.026183255085286,5.490283884426459,-10.49217290639662
195,1778279.410038923,-29.230989089438665,5.490283884426459,-10.49217290639662
195,2511886.431509577,-32.333045681261815,5.490283884426459,-10.49217290639662
195,3548133.892335753,-35.38403484082626,5.490283884426459,-10.49217290639662
195,5011872.336272725,-38.409548279136,5.490283884426459,-10.49217290639662
195,7079457.843841373,-41.42232464976053,5.490283884426459,-10.49217290639662
195,10000000,-44.42872531029664,5.490283884426459,-10.49217290639662
271,10,-82.16300557797658,4.601062893596859,5.884235892803662
271,14.12537544622754,-79.16300504735587,4.601062893596859,5.884235892803662
271,19.952623149688797,-76.16300398862826,4.601062893596859,5.884235892803662
271,28.183829312644534,-73.16300187618862,4.601062893596859,5.884235892803662
271,39.810717055349734,-70.16299766131588,4.601062893596859,5.884235892803662
271,56.23413251903491,-67.16298925153322,4.601062893596859,5.884235892803662
271,79.43282347242814,-64.16297247178709,4.601062893596859,5.884235892803662
271,112.2018454301963,-61.16293899169756,4.601062893596859,5.884235892803662
271,158.48931924611142,-58.16287218976082,4.601062893596859,5.884235892803662
271,223.87211385683378,-55.162738900877784,4.601062893596859,5.884235892803662
271,316.22776601683796,-52.16247294863609,4.601062893596859,5.884235892803662
271,446.683592150963,-49.16194228043643,4.601062893596859,5.884235892803662
271,630.957344480193,-46.16088336375504,4.601062893596859,5.884235892803662
271,891.2509381337459,-43.158770171208545,4.601062893596859,5.884235892803662
271,1258.9254117941675,-40.154552300078834,4.601062893596859,5.884235892803662
271,1778.2794100389228,-37.146130572002406,4.601062893596859,5.884235892803662
271,2511.88643150958,-34.12930320230602,4.601062893596859,5.884235892803662
271,3548.133892335753,-31.09563297738314,4.601062893596859,5.884235892803662
271,5011.87233627272,-28.028069750782862,4.601062893596859,5.884235892803662
271,7079.457843841381,-24.89171498668538,4.601062893596859,5.884235892803662
271,10000,-21.613268289449998,4.601062893596859,5.884235892803662
271,14125.375446227554,-18.030393094507176,4.601062893596859,5.884235892803662
271,19952.62314968879,-13.740846995272825,4.601062893596859,5.884235892803662
271,28183.82931264449,-7.454819354261527,4.601062893596859,5.884235892803662
271,39810.71705534969,5.883575520190202,4.601062893596859,5.884235892803662
271,56234.13251903491,-7.082041148383959,4.601062893596859,5.884235892803662
271,79432.82347242821,-13.525881432228841,4.601062893596859,5.884235892803662
271,112201.84543019629,-17.863517058507586,4.601062893596859,5.884235892803662
271,158489.3192461114,-21.46592114569804,4.601062893596859,5.884235892803662
271,223872.11385683378,-24.753245688674667,4.601062893596859,5.884235892803662
271,316227.7660168379,-27.89384509443673,4.601062893596859,5.884235892803662
271,446683.59215096256,-30.96348689852759,4.601062893596859,5.884235892803662
271,630957.344480193,-33.99818694394956,4.601062893596859,5.884235892803662
271,891250.9381337459,-37.01552748726201,4.601062893596859,5.884235892803662
271,1258925.411794166,-40.02420567290162,4.601062893596859,5.884235892803662
271,1778279.410038923,-43.02855189238911,4.601062893596859,5.884235892803662
271,2511886.431509577,-46.03072936512529,4.601062893596859,5.884235892803662
271,3548133.892335753,-49.03182048657939,4.601062893596859,5.884235892803662
271,5011872.336272725,-52.03236729247793,4.601062893596859,5.884235892803662
271,7079457.843841373,-55.03264133199441,4.601062893596859,5.884235892803662
271,10000000,-58.03277867393205,4.601062893596859,5.884235892803662
327,10,-28.074286518807018,3.70699790733689,22.801836021285187
327,14.12537544622754,-25.074288589545883,3.70699790733689,22.801836021285187
327,19.952623149688797,-22.07429272159057,3.70699790733689,22.801836021285187
327,28.183829312644534,-19.07430096760632,3.70699790733689,22.801836021285187
327,39.810717055349734,-16.074317426553137,3.70699790733689,22.801836021285187
327,56.23413251903491,-13.074350290285292,3.70699790733689,22.801836021285187
327,79.43282347242814,-10.07441595686158,3.70699790733689,22.801836021285187
327,112.2018454301963,-7.0745473563319194,3.70699790733689,22.801836021285187
327,158.48931924611142,-4.074811035140977,3.70699790733689,22.801836021285187
327,223.87211385683378,-1.0753431234083468,3.70699790733689,22.801836021285187
327,316.22776601683796,1.923571424887626,3.70699790733689,22.801836021285187
327,446.683592150963,4.92131101416993,3.70699790733689,22.801836021285187
327,630.957344480193,7.916424795520955,3.70699790733689,22.801836021285187
327,891.2509381337459,10.90518432506629,3.70699790733689,22.801836021285187
327,1258.9254117941675,13.876877349756914,3.70699790733689,22.801836021285187
327,1778.2794100389228,16.797575455918654,3.70699790733689,22.801836021285187
327,2511.88643150958,19.5549129333073,3.70699790733689,22.801836021285187
327,3548.133892335753,21.803629558947723,3.70699790733689,22.801836021285187
327,5011.87233627272,22.799852809818585,3.70699790733689,22.801836021285187
327,7079.457843841381,21.97366994712024,3.70699790733689,22.801836021285187
327,10000,19.81032230183725,3.70699790733689,22.801836021285187
327,14125.375446227554,17.082229060474496,3.70699790733689,22.801836021285187
327,19952.62314968879,14.170574589370371,3.70699790733689,22.801836021285187
327,28183.82931264449,11.201784894876186,3.70699790733689,22.801836021285187
327,39810.71705534969,8.214051686198566,3.70699790733689,22.801836021285187
327,56234.13251903491,5.2193427417181315,3.70699790733689,22.801836021285187
327,79432.82347242821,2.221778347253385,3.70699790733689,22.801836021285187
327,112201.84543019629,-0.7770553756148122,3.70699790733689,22.801836021285187
327,158489.3192461114,-3.776484534432332,3.70699790733689,22.801836021285187
327,223872.11385683378,-6.776201874482581,3.70699790733689,22.801836021285187
327,316227.7660168379,-9.776061072799834,3.70699790733689,22.801836021285187
327,446683.59215096256,-12.775990721814372,3.70699790733689,22.801836021285187
327,630957.344480193,-15.775955517314767,3.70699790733689,22.801836021285187
327,891250.9381337459,-18.775937886963224,3.70699790733689,22.801836021285187
327,1258925.411794166,-21.775929054295982,3.70699790733689,22.801836021285187
327,1778279.410038923,-24.77592462834,3.70699790733689,22.801836021285187
327,2511886.431509577,-27.77592241032439,3.70699790733689,22.801836021285187
327,3548133.892335753,-30.775921298737817,3.70699790733689,22.801836021285187
327,5011872.336272725,-33.775920741638515,3.70699790733689,22.801836021285187
327,7079457.843841373,-36.77592046243088,3.70699790733689,22.801836021285187
327,10000000,-39.77592032249646,3.70699790733689,22.801836021285187
339,10,-96.65217234300421,6.48167627997716,21.090577607152138
339,14.12537544622754,-93.65217234291191,6.48167627997716,21.090577607152138
339,19.952623149688797,-90.65217234272777,6.48167627997716,21.090577607152138
339,28.183829312644534,-87.65217234236034,6.48167627997716,21.090577607152138
339,39.810717055349734,-84.65217234162725,6.48167627997716,21.090577607152138
339,56.23413251903491,-81.65217234016453,6.48167627997716,21.090577607152138
339,79.43282347242814,-78.65217233724603,6.48167627997716,21.090577607152138
339,112.2018454301963,-75.65217233142283,6.48167627997716,21.090577607152138
339,158.48931924611142,-72.65217231980405,6.48167627997716,21.090577607152138
339,223.87211385683378,-69.65217229662154,6.48167627997716,21.090577607152138
339,316.22776601683796,-66.65217225036632,6.48167627997716,21.090577607152138
339,446.683592150963,-63.65217215807505,6.48167627997716,21.090577607152138
339,630.957344480193,-60.652171973929725,6.48167627997716,21.090577607152138
339,891.2509381337459,-57.65217160651151,6.48167627997716,21.090577607152138
339,1258.9254117941675,-54.65217087341574,6.48167627997716,21.090577607152138
339,1778.2794100389228,-51.6521694106972,6.48167627997716,21.090577607152138
339,2511.88643150958,-48.65216649218935,6.48167627997716,21.090577607152138
339,3548.133892335753,-45.65216066899792,6.48167627997716,21.090577607152138
339,5011.87233627272,-42.65214905019274,6.48167627997716,21.090577607152138
339,7079.457843841381,-39.652125867585816,6.48167627997716,21.090577607152138
339,10000,-36.652079612033425,6.48167627997716,21.090577607152138
339,14125.375446227554,-33.651987319394365,6.48167627997716,21.090577607152138
339,19952.62314968879,-30.651803168668444,6.48167627997716,21.090577607152138
339,28183.82931264449,-27.651435728910265,6.48167627997716,21.090577607152138
339,39810.71705534969,-24.65070254739,6.48167627997716,21.090577607152138
339,56234.13251903491,-21.649239487444273,6.48167627997716,21.090577607152138
339,79432.82347242821,-18.646319620122508,6.48167627997716,21.090577607152138
339,112201.84543019629,-15.64049101419296,6.48167627997716,21.090577607152138
339,158489.3192461114,-12.628850634846255,6.48167627997716,21.090577607152138
339,223872.11385683378,-9.605581990906758,6.48167627997716,21.090577607152138
339,316227.7660168379,-6.55898273253044,6.48167627997716,21.090577607152138
339,446683.59215096256,-3.4653122657743376,6.48167627997716,21.090577607152138
339,630957.344480193,-0.27559940343470724,6.48167627997716,21.090577607152138
339,891250.9381337459,3.1146167513486893,6.48167627997716,21.090577607152138
339,1258925.411794166,6.943869491562868,6.48167627997716,21.090577607152138
339,1778279.410038923,11.838157483616744,6.48167627997716,21.090577607152138
339,2511886.431509577,19.82464340876526,6.48167627997716,21.090577607152138
339,3548133.892335753,20.204723419409202,6.48167627997716,21.090577607152138
339,5011872.336272725,12.045317100594717,6.48167627997716,21.090577607152138
339,7079457.843841373,7.091231833474644,6.48167627997716,21.090577607152138
339,10000000,3.2390140391821776,6.48167627997716,21.090577607152138
