node,cost,block
563,0.19486556623559043,3
564,0.17622058774469218,4
565,0.10617713222829858,5
566,0.38187800491879037,6
567,0.13852531003350452,7
568,0.41970324611060567,8
569,0.36230223179283777,9
570,0.11730467592604751,0
571,0.18854939667658149,1
572,0.38922371477966361,2
573,0.15731609584263301,3
574,0.20059760993923198,4
575,0.22126964527381188,5
576,0.12843705765546742,6
577,0.14791291838017523,7
578,0.15489846728216644,8
579,0.17359204598250177,9
580,0.17539863070311207,0
581,0.19161025793935510,1
582,0.15386064286574691,2
583,0.12104285474122511,3
584,0.24372700980028894,4
585,0.22976816020193158,5
586,0.13285648685090279,6
587,0.28441414899896728,7
588,0.17499372290009529,8
589,0.13068228741157062,9
590,0.08818446302897789,0
591,0.13483722444477775,1
592,0.25447957494762025,2
593,0.15423091103275247,3
594,0.10408821985375985,4
595,0.11623875206374679,5
596,0.24458163981041825,6
597,0.16731381235589049,7
598,0.23825908504290444,8
599,0.12635553646180969,9
600,0.41146645519275121,0
601,0.08702301363103671,1
602,0.17024440345139083,2
603,0.21135308037958006,3
604,0.17393309855749500,4
605,0.10591477188022289,5
606,0.29977899734376628,6
607,0.10567147446859654,7
608,0.12750778694513515,8
609,0.30163768382501344,9
610,0.14692488827234651,0
611,0.09089065754335184,1
612,0.13034656886478044,2
613,0.36558992107437605,3
614,0.41540597590168221,4
615,0.13729086248421496,5
616,0.20108731143849967,6
617,0.25159791392503844,7
618,0.26882996279032012,8
619,0.12656762680672801,9
620,0.15105534653120262,0
621,0.13292468260916612,1
622,0.12721809506824777,2
623,0.16596817620022497,3
624,0.37263968254476187,4
625,0.16416376492672316,5
626,0.10756992187788897,6
627,0.12024481975876494,7
628,0.38295953527570176,8
629,0.11616282946526507,9
630,0.34794985507261300,0
631,0.24867577537167007,1
632,0.16760627451670676,2
633,0.12175565277187897,3
634,0.15939532092073683,4
635,0.09211944387680093,5
636,0.44280085729834828,6
637,0.08585494211408928,7
638,0.07954495989160627,8
639,0.08508832499474767,9
640,0.19361438375098555,0
641,0.14542166632857645,1
642,0.27229568856765429,2
643,0.22127144496399903,3
644,0.15915627037345537,4
645,0.13066892797069857,5
646,0.19887156950972790,6
647,0.30493896113188979,7
648,0.22990370178736746,8
649,0.10738270458397775,9
650,0.11487777534703612,0
651,0.09123272645079428,1
652,0.08114111058008452,2
653,0.16298058667510479,3
654,0.10044815380127452,4
655,0.13532619242020727,5
656,0.10958440720523516,6
657,0.11911115347620134,7
658,0.29234360316796260,8
659,0.18786788756878076,9
660,0.13865969323701716,0
661,0.25147328555518533,1
662,0.76776399521023131,2
663,0.50482324344571916,3
664,0.23790408077892400,4
665,0.35425884234217159,5
666,0.30891017457841385,6
667,0.17086406886012717,7
668,0.17711662869281602,8
669,0.22858092302005995,9
670,0.15711534929777199,0
671,0.71846803839609386,1
672,0.12082971840943284,2
673,0.26707321868333223,3
674,0.67631742210869628,4
675,0.17412435231565623,5
676,0.23859014185175875,6
677,0.12851098052585871,7
678,0.15955001855138090,8
679,0.12442779251447521,9
680,0.25395392842809383,0
681,0.13581494663888508,1
682,0.06764100282900433,2
683,0.14734576623676288,3
684,0.27697253247775550,4
685,0.14672424859820637,5
686,0.20472066945983747,6
687,0.13315857299902889,7
688,0.13737973804344078,8
689,0.39107033336716529,9
690,0.28086654132798028,0
691,0.14106064670834578,1
692,0.21401343234369885,2
693,0.12770726456525705,3
694,0.30629627747170329,4
695,0.22545620281924722,5
696,0.18882251846804915,6
697,0.30455574286627807,7
698,0.26017229735586417,8
699,0.09738803782036398,9
700,0.18820744002071088,0
701,0.21938460600075443,1
702,0.25513989511379587,2
703,0.13969309302606281,3
704,0.33919702600638590,4
705,0.37635486545496066,5
706,0.19971837726632569,6
707,0.14018913536151922,7
708,0.21300258640838665,8
709,0.20327687942037370,9
710,0.16223962258092112,0
711,0.15095438872621544,1
712,0.18196517581193533,2
713,0.12946559735509997,3
714,0.16801043538877447,4
715,0.18590937560248488,5
716,0.11851082852755457,6
717,0.36222634000289744,7
718,0.26475331887907999,8
719,0.14408745674573981,9
720,0.32010246749829385,0
721,0.08851005789850291,1
722,0.09022798064156959,2
723,0.20193728065224653,3
724,0.21327645535572737,4
725,0.18441857969667758,5
726,0.68132330097347760,6
727,0.25440242882660369,7
728,0.38660487553385453,8
729,0.39234667483858804,9
730,0.17390364767627708,0
731,0.21710386748047067,1
732,0.19276890607052954,2
733,0.12975693045621081,3
734,0.27855500667567856,4
735,0.21201516627416017,5
736,0.30034634808255262,6
737,0.14420126813946937,7
738,0.12009626663924361,8
739,0.13560271379582728,9
740,0.14568299057692763,0
741,0.18758332931541832,1
742,0.23839181149474320,2
743,0.28037296375043480,3
744,0.10956499164140253,4
745,0.16983245650558404,5
746,0.19430587174110431,6
747,0.18760465051756220,7
748,0.11084734106084287,8
749,0.14545743761000196,9
750,0.26578318480566387,0
751,0.09112293070494656,1
752,0.13920384203361419,2
753,0.13666303996287499,3
754,0.29320072639042238,4
755,0.10498348159048389,5
756,0.35367568916352171,6
757,0.13245905426040266,7
758,0.22086157894975522,8
759,0.14800486080621900,9
760,0.18734503928878887,0
761,0.27264792335445737,1
762,0.17085899117948672,2
763,0.26105828154745403,3
764,0.26841599826880574,4
765,0.33732218441057471,5
766,0.29176435194355677,6
767,0.10722510683121063,7
768,0.36109221543609238,8
769,0.22002550662913473,9
770,0.26812705908037426,0
771,0.24124554646105772,1
772,0.15024840596341107,2
773,0.16844228440215275,3
774,0.14807685601775539,4
775,0.24345492628801019,5
776,0.13868017081181505,6
777,0.17268728135420758,7
778,0.20987634699834806,8
779,0.24796860741268395,9
780,0.14567801431242661,0
781,0.31486196528733179,1
782,0.11254224673282265,2
783,0.20260379435751713,3
784,0.27636917483867329,4
785,0.10599973111121300,5
786,0.21867101138684497,6
787,0.18750798137394886,7
788,0.34595456935574820,8
789,0.19380940055083112,9
790,0.11507231942912315,0
791,0.14430174544073043,1
792,0.11236609968092082,2
793,0.17395406983138234,3
794,0.15276889643487851,4
795,0.56010167958572898,5
796,0.17775307774371557,6
797,0.20703983803972492,7
798,0.12150914907172117,8
799,0.79701305363512187,9
800,0.10208104304532083,0
801,0.10907872393371706,1
802,0.15969439928883522,2
803,0.19569523554776519,3
804,0.12428295904929058,4
805,0.15839382812164199,5
806,0.29400784333219232,6
807,0.12912719232521805,7
808,0.27230632724209913,8
809,0.19541696354669635,9
810,0.07464636025384036,0
811,0.14538437275447616,1
812,0.34813127755184081,2
813,0.12152719339469184,3
814,0.12387348649703817,4
815,0.11735354421554532,5
816,0.11691449437190773,6
817,0.11751880502696899,7
818,0.19525464084551913,8
819,0.18794856910365804,9
820,0.09901217607447063,0
821,0.19053773664699197,1
822,0.13992822482326561,2
823,0.29800690616151115,3
824,0.08471925085810529,4
825,0.78171574725709825,5
826,0.12173783736687568,6
827,0.19169960154182669,7
828,0.23460824189813789,8
829,0.17334411331456173,9
830,0.16266717027767386,0
831,0.12971511033164124,1
832,0.11848222733202958,2
833,0.09338386851743415,3
834,0.16698820125664182,4
835,0.14215886707073674,5
836,0.28352191435457935,6
837,0.45824521630430370,7
838,0.32836526527462606,8
839,0.12305810742097219,9
840,0.28498181230294700,0
841,0.22390803064196868,1
842,0.12575328521618023,2
843,0.24477363905960925,3
844,0.11239272566455374,4
845,0.28590854785267339,5
846,0.08354536587763431,6
847,0.38251692332544468,7
848,0.10806349905211210,8
849,0.16968408841015223,9
850,0.20332081783141992,0
851,0.17770713631540225,1
852,0.10049553343368678,2
853,0.17696257954025851,3
854,0.15586945655608669,4
855,0.29484917580192893,5
856,0.43717227580722962,6
857,0.14941058663804099,7
858,0.17518344155961774,8
859,0.11434323885868566,9
860,0.20659733130667707,0
861,0.27454289592351622,1
862,0.16192888919825549,2
863,0.12061204077088650,3
864,0.37257568751798775,4
865,0.11808276975043654,5
866,0.17969040008091902,6
867,0.17613989062795171,7
868,0.28142228217789417,8
869,0.17702147403156798,9
870,0.47484732333294355,0
871,0.26210519430586310,1
872,0.19019528866069552,2
873,0.08135992611955065,3
874,0.08038132952716631,4
875,0.16912560646435087,5
876,0.17163722696013545,6
877,0.21281603579552144,7
878,0.25617182134130462,8
879,0.09584951830393731,9
880,0.22806595543171532,0
881,0.33651225753467617,1
882,0.36526108933762735,2
883,0.09869309015943128,3
884,0.07736223708664902,4
885,0.21482690660176745,5
886,0.14213941739401589,6
887,0.16098290245329616,7
888,0.12815904167573647,8
889,0.20976185714505058,9
890,0.14850589277700307,0
891,0.21943409898367872,1
892,0.12169815630072091,2
893,0.14049271456850310,3
894,0.22407860908806287,4
895,0.21360125441612648,5
896,0.22102939311505926,6
897,0.26384021068231855,7
898,0.25108519407395002,8
899,0.20774720727891960,9
900,0.24932584018270892,0
901,0.22178151675763869,1
902,0.18415366046307380,2
903,0.28857601409340811,3
904,0.11279846007473715,4
905,0.18191534093867145,5
906,0.21607100919344274,6
907,0.31204717311373942,7
908,0.15423785390304778,8
909,0.16161550782164275,9
910,0.27489316572903011,0
911,0.14014609616083351,1
912,0.19053880503003207,2
913,0.18897238455189569,3
914,0.13131970259292997,4
915,0.24614411838183259,5
916,0.09223560188337834,6
917,0.15242803301981731,7
918,0.16584644987560693,8
919,0.13943124596749168,9
920,0.16432879981209447,0
921,0.13449169150486159,1
922,0.12045800685184395,2
923,0.12164452812533104,3
924,0.08647453098898530,4
925,0.32136278995775097,5
926,0.32972400227573340,6
927,0.40453178631304898,7
928,0.15280525303181408,8
929,0.12350618493886305,9
930,0.11656097576120947,0
931,0.11713786012427296,1
932,0.43166722022639631,2
933,0.12219440029458148,3
934,0.10618879406557979,4
935,0.10274074930775004,5
936,0.16623243268299814,6
937,0.12841486018215881,7
938,0.46701536122845155,8
939,0.13882507046489179,9
940,0.44036040585663577,0
941,0.12710112175750271,1
942,0.20800311952879041,2
943,0.13922393712795514,3
944,0.13029627718588419,4
945,0.19594023909768665,5
946,0.09560201381146784,6
947,0.27868917822540495,7
948,0.19727628801787939,8
949,0.08449548329372998,9
950,0.31097113091590828,0
951,0.34809039870937936,1
952,0.25237906543926159,2
953,0.14272781936165879,3
954,0.15135520383540857,4
955,0.16379944676113067,5
956,0.11529960063633808,6
957,0.21604976186517721,7
958,0.11367725514740640,8
959,0.16150430861355758,9
960,0.36392584122099103,0
961,0.17790003680594191,1
962,0.14567943510922199,2
963,0.17626866940168040,3
964,0.23572617138707630,4
965,0.19105012483138173,5
966,0.23305499108272776,6
967,0.10613501097127989,7
968,0.15488109166501007,8
969,0.28976803134458251,9
970,0.11052780108380554,0
971,0.11986158931348190,1
972,0.12244933207958839,2
973,0.24076916221780559,3
974,0.11281084629348134,4
975,0.22741658036089174,5
976,0.09343287220278873,6
977,0.12851720512178491,7
978,0.15061317501432478,8
979,0.28041209088089325,9
980,0.09166188007453389,0
981,0.57519698621050142,1
982,0.39390560178516287,2
983,0.20041918012607957,3
984,0.11296455205529775,4
985,0.43319941917493376,5
986,0.11808415930337271,6
987,0.17696152189589770,7
988,0.14378960016996323,8
989,0.21114972355983846,9
990,0.26293466425536655,0
991,0.17970874207102472,1
992,0.15579173625577095,2
993,0.46969650519793216,3
994,0.19751459176043662,4
995,0.26476397636999077,5
996,0.24781750075079162,6
997,0.30749844698261908,7
998,0.18904406123348555,8
999,0.09927705107925708,9
